# Intel microcode versions: CPUID, microcode version, release date.
# Official source: https://downloadcenter.intel.com/download/27337/Linux-Processor-Microcode-Data-File?v=t
#
# From a live Linux system:
#   bsdtar -Oxf /boot/intel-ucode.img | iucode_tool -tb -l - | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | column -t
#
# From https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files:
#   find Intel-Linux-Processor-Microcode-Data-Files-microcode* -type f -exec iucode_tool -tb -l {} \; 2> /dev/null | grep -v -e '^microcode bundle ' -e '^selected microcodes:' | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | LANG=C sort | column -t

0x00000611  0x0b27      1996-12-18
0x00000686  0x0008      2000-05-05
0x00000686  0x0009      2000-05-04
0x00000686  0x000a      2000-05-04
0x00000686  0x000b      2000-05-04
0x00000686  0x000c      2000-05-04
0x0000068a  0x0001      2000-11-02
0x0000068a  0x0004      2000-12-07
0x0000068a  0x0005      2000-12-07
0x00000690  0x0004      2000-02-06
0x00000691  0x0001      2002-05-27
0x00000691  0x0002      2000-02-07
0x00000692  0x0001      2002-06-20
0x00000692  0x0003      2000-03-22
0x00000694  0x0002      2002-09-26
0x00000695  0x0007      2004-11-09
0x00000695  0x0047      2004-11-09
0x00000696  0x0001      2000-07-07
0x000006a0  0x0003      2000-01-10
0x000006a1  0x0001      2000-03-06
0x000006a4  0x0001      2000-06-16
0x000006b0  0x0004      2000-11-15
0x000006b0  0x0019      2001-01-29
0x000006b0  0x001a      2001-01-29
0x000006b1  0x001c      2001-02-15
0x000006b1  0x001d      2001-02-20
0x000006b4  0x0001      2002-01-10
0x000006b4  0x0002      2002-01-11
0x000006d0  0x0006      2003-05-22
0x000006d1  0x0009      2003-07-09
0x000006d2  0x0010      2003-08-14
0x000006d6  0x0018      2004-10-17
0x000006d8  0x0020      2004-07-22
0x000006d8  0x0021      2006-08-31
0x000006e0  0x0008      2005-02-15
0x000006e1  0x000c      2005-04-13
0x000006e4  0x0026      2005-08-16
0x000006e8  0x0033      2005-09-25
0x000006e8  0x0039      2005-11-15
0x000006e8  0x003c      2006-02-08
0x000006ec  0x0054      2006-05-01
0x000006ec  0x0055      2006-05-01
0x000006ec  0x0056      2006-06-22
0x000006ec  0x0059      2006-09-12
0x000006ec  0x005b      2007-02-08
0x000006f0  0x0005      2005-08-18
0x000006f1  0x0012      2005-11-29
0x000006f2  0x0057      2007-03-15
0x000006f2  0x005a      2007-09-26
0x000006f2  0x005c      2010-10-02
0x000006f2  0x005d      2010-10-02
0x000006f4  0x0028      2006-04-17
0x000006f5  0x0033      2006-05-01
0x000006f5  0x0036      2006-05-23
0x000006f5  0x0038      2006-07-25
0x000006f5  0x0039      2006-07-27
0x000006f6  0x004a      2006-06-27
0x000006f6  0x00c7      2007-03-15
0x000006f6  0x00cb      2007-09-16
0x000006f6  0x00cc      2007-09-16
0x000006f6  0x00cd      2007-09-16
0x000006f6  0x00d0      2010-09-30
0x000006f6  0x00d1      2010-10-01
0x000006f6  0x00d2      2010-10-01
0x000006f7  0x0068      2007-09-16
0x000006f7  0x0069      2007-09-17
0x000006f7  0x006a      2010-10-02
0x000006f7  0x006b      2010-10-02
0x000006f9  0x0082      2006-09-03
0x000006f9  0x0083      2006-09-28
0x000006f9  0x0084      2006-10-12
0x000006fa  0x0092      2007-03-13
0x000006fa  0x0094      2007-09-24
0x000006fa  0x0095      2010-10-02
0x000006fb  0x00b6      2007-07-13
0x000006fb  0x00b7      2007-08-06
0x000006fb  0x00b8      2009-04-28
0x000006fb  0x00b9      2009-05-11
0x000006fb  0x00ba      2010-10-03
0x000006fb  0x00bb      2010-10-03
0x000006fb  0x00bc      2010-10-03
0x000006fb  0x00c1      2011-10-04
0x000006fd  0x00a3      2007-08-13
0x000006fd  0x00a4      2010-10-02
0x00000f05  0x000b      2000-08-24
0x00000f05  0x000c      2000-08-24
0x00000f06  0x0004      2000-09-11
0x00000f07  0x0008      2000-11-15
0x00000f07  0x0012      2002-07-16
0x00000f08  0x0008      2000-11-01
0x00000f09  0x0008      2001-01-04
0x00000f0a  0x0013      2002-07-16
0x00000f0a  0x0014      2002-07-16
0x00000f0a  0x0015      2002-08-21
0x00000f11  0x000a      2003-07-29
0x00000f12  0x002d      2003-05-02
0x00000f12  0x002e      2003-05-02
0x00000f12  0x002f      2003-05-02
0x00000f13  0x0005      2003-05-08
0x00000f20  0x0001      2001-04-23
0x00000f21  0x0001      2001-05-29
0x00000f21  0x0002      2001-05-29
0x00000f21  0x0003      2001-05-29
0x00000f22  0x0005      2003-07-29
0x00000f23  0x0008      2001-07-30
0x00000f23  0x0009      2001-07-30
0x00000f23  0x000d      2001-08-17
0x00000f24  0x001e      2003-06-05
0x00000f24  0x001f      2003-06-05
0x00000f24  0x0020      2003-06-05
0x00000f24  0x0021      2003-06-10
0x00000f25  0x0029      2004-08-11
0x00000f25  0x002a      2004-08-11
0x00000f25  0x002b      2004-08-11
0x00000f25  0x002c      2004-08-26
0x00000f26  0x0010      2004-08-05
0x00000f27  0x0037      2003-06-04
0x00000f27  0x0038      2003-06-04
0x00000f27  0x0039      2003-06-04
0x00000f29  0x002d      2004-08-11
0x00000f29  0x002e      2004-08-11
0x00000f29  0x002f      2004-08-11
0x00000f30  0x000e      2003-06-24
0x00000f30  0x0012      2003-08-13
0x00000f30  0x0013      2003-08-15
0x00000f31  0x0001      2003-07-25
0x00000f31  0x000b      2003-10-21
0x00000f32  0x000a      2004-05-11
0x00000f33  0x000c      2005-04-21
0x00000f34  0x0008      2004-02-10
0x00000f34  0x0012      2004-06-30
0x00000f34  0x0017      2005-04-21
0x00000f36  0x0007      2004-03-09
0x00000f37  0x0002      2003-12-09
0x00000f37  0x0003      2003-12-18
0x00000f40  0x0006      2004-03-18
0x00000f41  0x0016      2005-04-21
0x00000f41  0x0017      2005-04-22
0x00000f42  0x0003      2005-04-21
0x00000f43  0x0005      2005-04-21
0x00000f44  0x0006      2005-04-21
0x00000f46  0x0004      2005-04-11
0x00000f47  0x0003      2005-04-21
0x00000f48  0x0007      2005-06-30
0x00000f48  0x000c      2006-05-08
0x00000f48  0x000e      2008-01-15
0x00000f49  0x0003      2005-04-21
0x00000f4a  0x0002      2005-06-10
0x00000f4a  0x0004      2005-12-14
0x00000f60  0x0005      2005-01-24
0x00000f61  0x0007      2005-06-10
0x00000f61  0x0008      2005-06-10
0x00000f62  0x0005      2005-07-20
0x00000f62  0x000f      2005-12-15
0x00000f63  0x0005      2005-10-10
0x00000f64  0x0002      2005-12-15
0x00000f64  0x0004      2005-12-23
0x00000f65  0x0008      2006-04-26
0x00000f65  0x000b      2007-05-10
0x00000f66  0x001b      2006-03-10
0x00000f68  0x0009      2006-07-14
0x00001632  0x0002      1998-06-10
0x00010650  0x0002      2005-09-18
0x00010650  0x0002      2006-05-13
0x00010660  0x0004      2006-06-12
0x00010661  0x0012      2006-09-11
0x00010661  0x0031      2007-03-16
0x00010661  0x0033      2007-03-16
0x00010661  0x0035      2007-03-16
0x00010661  0x0036      2007-05-01
0x00010661  0x0038      2007-09-19
0x00010661  0x0042      2010-10-04
0x00010661  0x0043      2010-10-04
0x00010661  0x0044      2010-10-04
0x00010661  0x0045      2010-10-04
0x00010670  0x0005      2007-02-09
0x00010671  0x0106      2007-03-29
0x00010674  0x0404      2007-06-08
0x00010674  0x0405      2007-07-20
0x00010676  0x060b      2008-01-19
0x00010676  0x060c      2008-01-19
0x00010676  0x060f      2010-09-29
0x00010676  0x0612      2015-08-02
0x00010677  0x0701      2007-10-26
0x00010677  0x0703      2008-01-19
0x00010677  0x0705      2008-04-28
0x00010677  0x070a      2010-09-29
0x00010677  0x070d      2015-08-02
0x0001067a  0x0a07      2008-04-09
0x0001067a  0x0a0b      2010-09-28
0x0001067a  0x0a0e      2015-07-29
0x000106a4  0x0010      2009-02-20
0x000106a4  0x0011      2009-04-21
0x000106a4  0x0012      2013-06-21
0x000106a4  0x0013      2015-06-30
0x000106a5  0x000f      2009-02-20
0x000106a5  0x0011      2009-04-14
0x000106a5  0x0015      2010-03-03
0x000106a5  0x0019      2013-06-21
0x000106a5  0x001b      2015-06-27
0x000106a5  0x001d      2018-05-11
0x000106c1  0x0109      2007-12-03
0x000106c2  0x0211      2008-10-06
0x000106c2  0x0212      2008-10-06
0x000106c2  0x0213      2008-12-02
0x000106c2  0x0217      2009-04-10
0x000106c2  0x0218      2009-04-10
0x000106c2  0x0219      2009-04-10
0x000106c9  0x0007      2009-02-11
0x000106c9  0x0007      2009-02-13
0x000106ca  0x0106      2009-08-25
0x000106ca  0x0107      2009-08-25
0x000106d0  0x0005      2007-12-04
0x000106d1  0x0021      2008-06-04
0x000106d1  0x0026      2009-04-06
0x000106d1  0x0029      2010-09-30
0x000106d1  0x002a      2015-08-03
0x000106e4  0x0002      2010-03-08
0x000106e4  0x0003      2013-07-01
0x000106e5  0x0003      2009-05-29
0x000106e5  0x0004      2010-04-05
0x000106e5  0x0005      2011-09-01
0x000106e5  0x0006      2013-07-01
0x000106e5  0x0007      2013-08-20
0x000106e5  0x0008      2015-06-30
0x000106e5  0x000a      2018-05-08
0x00020652  0x0006      2009-09-15
0x00020652  0x0009      2009-11-12
0x00020652  0x000c      2010-06-10
0x00020652  0x000d      2011-09-01
0x00020652  0x000e      2013-06-26
0x00020652  0x000f      2015-06-30
0x00020652  0x0011      2018-05-08
0x00020655  0x0002      2010-03-01
0x00020655  0x0003      2011-09-01
0x00020655  0x0004      2013-06-28
0x00020655  0x0005      2015-06-30
0x00020655  0x0007      2018-04-23
0x00020661  0x0104      2009-10-23
0x00020661  0x0105      2011-07-18
0x000206a0  0x0029      2009-11-02
0x000206a1  0x0007      2009-12-23
0x000206a2  0x0027      2010-05-02
0x000206a3  0x0009      2010-06-09
0x000206a4  0x0022      2010-04-14
0x000206a5  0x0007      2010-07-22
0x000206a6  0x0028      2010-09-15
0x000206a7  0x0017      2011-04-07
0x000206a7  0x001b      2011-07-14
0x000206a7  0x0025      2011-10-11
0x000206a7  0x0028      2012-04-24
0x000206a7  0x0029      2013-06-12
0x000206a7  0x002d      2018-02-07
0x000206a7  0x002e      2018-04-10
0x000206a7  0x002f      2019-02-17
0x000206c1  0x0006      2009-12-22
0x000206c2  0x000f      2010-06-18
0x000206c2  0x0013      2010-09-07
0x000206c2  0x001d      2015-08-04
0x000206c2  0x001f      2018-05-08
0x000206d5  0x0513      2011-10-13
0x000206d6  0x060c      2011-09-29
0x000206d6  0x0618      2012-04-18
0x000206d6  0x0619      2012-05-22
0x000206d6  0x061a      2013-01-25
0x000206d6  0x061c      2018-01-30
0x000206d6  0x061d      2018-05-08
0x000206d6  0x061f      2019-05-21
0x000206d6  0x0621      2020-03-04
0x000206d7  0x070c      2012-04-03
0x000206d7  0x070d      2012-05-22
0x000206d7  0x0710      2013-06-17
0x000206d7  0x0713      2018-01-26
0x000206d7  0x0714      2018-05-08
0x000206d7  0x0718      2019-05-21
0x000206d7  0x071a      2020-03-24
0x000206e6  0x0002      2009-12-08
0x000206e6  0x0007      2010-04-21
0x000206e6  0x000b      2015-07-24
0x000206e6  0x000d      2018-05-15
0x000206f0  0x0004      2010-06-30
0x000206f1  0x0008      2010-10-13
0x000206f2  0x0032      2011-07-21
0x000206f2  0x0034      2011-08-31
0x000206f2  0x0036      2012-04-12
0x000206f2  0x0037      2013-06-18
0x000206f2  0x0039      2015-07-26
0x000206f2  0x003b      2018-05-16
0x00030650  0x0009      2012-01-18
0x00030651  0x010d      2013-05-20
0x00030651  0x0110      2013-10-14
0x00030660  0x0003      2010-11-03
0x00030661  0x0106      2011-06-23
0x00030661  0x010d      2011-12-22
0x00030661  0x010f      2015-07-21
0x00030669  0x010d      2013-05-15
0x00030671  0x0117      2013-04-10
0x00030672  0x0218      2013-07-22
0x00030672  0x022d      2014-01-14
0x00030672  0x022e      2014-04-01
0x00030673  0x0325      2014-11-19
0x00030673  0x0326      2018-01-10
0x00030678  0x0832      2015-02-09
0x00030678  0x0836      2018-01-10
0x00030678  0x0838      2019-04-22
0x00030679  0x090a      2018-01-10
0x00030679  0x090c      2019-04-23
0x00030679  0x090d      2019-07-10
0x000306a0  0x0007      2011-04-07
0x000306a2  0x000c      2011-07-25
0x000306a4  0x0007      2011-09-08
0x000306a5  0x0009      2011-11-10
0x000306a6  0x0004      2011-11-14
0x000306a8  0x0010      2012-02-20
0x000306a9  0x0012      2012-04-12
0x000306a9  0x0013      2012-07-16
0x000306a9  0x0017      2013-01-09
0x000306a9  0x0019      2013-06-13
0x000306a9  0x001b      2014-05-29
0x000306a9  0x001c      2015-02-26
0x000306a9  0x001f      2018-02-07
0x000306a9  0x0020      2018-04-10
0x000306a9  0x0021      2019-02-13
0x000306c3  0x0012      2013-07-02
0x000306c3  0x0016      2013-08-07
0x000306c3  0x0017      2013-08-16
0x000306c3  0x001a      2014-05-23
0x000306c3  0x001c      2014-07-03
0x000306c3  0x001e      2015-08-13
0x000306c3  0x0020      2016-03-16
0x000306c3  0x0022      2017-01-27
0x000306c3  0x0023      2017-11-20
0x000306c3  0x0024      2018-01-21
0x000306c3  0x0025      2018-04-02
0x000306c3  0x0027      2019-02-26
0x000306c3  0x0028      2019-11-12
0x000306d4  0x0018      2014-12-05
0x000306d4  0x0022      2015-09-11
0x000306d4  0x0024      2016-04-29
0x000306d4  0x0025      2017-01-27
0x000306d4  0x0028      2017-11-17
0x000306d4  0x002a      2018-01-18
0x000306d4  0x002b      2018-03-22
0x000306d4  0x002d      2019-03-07
0x000306d4  0x002e      2019-06-13
0x000306d4  0x002f      2019-11-12
0x000306e0  0x0008      2012-07-26
0x000306e2  0x020d      2013-03-21
0x000306e3  0x0308      2013-03-21
0x000306e4  0x0415      2013-06-13
0x000306e4  0x0416      2013-07-09
0x000306e4  0x0427      2014-04-10
0x000306e4  0x0428      2014-05-29
0x000306e4  0x042a      2017-12-01
0x000306e4  0x042c      2018-01-25
0x000306e4  0x042d      2018-04-25
0x000306e4  0x042e      2019-03-14
0x000306e6  0x0600      2013-06-19
0x000306e7  0x070c      2014-04-14
0x000306e7  0x070d      2014-05-29
0x000306e7  0x0713      2018-02-16
0x000306e7  0x0714      2018-04-25
0x000306e7  0x0715      2019-03-14
0x000306f1  0x0014      2014-01-10
0x000306f2  0x0029      2014-09-03
0x000306f2  0x002d      2014-11-21
0x000306f2  0x0036      2015-08-10
0x000306f2  0x0038      2016-03-28
0x000306f2  0x0039      2016-10-07
0x000306f2  0x003a      2017-01-30
0x000306f2  0x003b      2017-11-17
0x000306f2  0x003c      2018-01-19
0x000306f2  0x003d      2018-04-20
0x000306f2  0x0041      2018-11-20
0x000306f2  0x0043      2019-03-01
0x000306f2  0x0044      2020-05-27
0x000306f2  0x0046      2021-01-27
0x000306f2  0x0049      2021-08-11
0x000306f2  0x0f07      2014-07-07
0x000306f3  0x000d      2016-02-11
0x000306f4  0x0009      2015-07-17
0x000306f4  0x000a      2016-02-11
0x000306f4  0x000d      2016-06-07
0x000306f4  0x000f      2017-01-30
0x000306f4  0x0010      2017-11-17
0x000306f4  0x0011      2018-01-22
0x000306f4  0x0012      2018-04-20
0x000306f4  0x0013      2018-11-06
0x000306f4  0x0014      2019-03-01
0x000306f4  0x0016      2019-06-17
0x000306f4  0x0019      2021-02-05
0x000306f4  0x001a      2021-05-24
0x00040651  0x0015      2013-07-02
0x00040651  0x0016      2013-08-08
0x00040651  0x0017      2013-09-14
0x00040651  0x0018      2014-05-23
0x00040651  0x001c      2014-07-03
0x00040651  0x001d      2015-08-13
0x00040651  0x001f      2016-04-01
0x00040651  0x0020      2017-01-27
0x00040651  0x0021      2017-11-20
0x00040651  0x0023      2018-01-18
0x00040651  0x0024      2018-04-02
0x00040651  0x0025      2019-02-26
0x00040651  0x0026      2019-11-12
0x00040661  0x000f      2013-08-21
0x00040661  0x0010      2014-05-23
0x00040661  0x0012      2014-07-03
0x00040661  0x0016      2016-04-01
0x00040661  0x0017      2017-01-27
0x00040661  0x0018      2017-11-20
0x00040661  0x0019      2018-01-21
0x00040661  0x001a      2018-04-02
0x00040661  0x001b      2019-02-26
0x00040661  0x001c      2019-11-12
0x00040671  0x0013      2015-08-03
0x00040671  0x0016      2016-04-29
0x00040671  0x0017      2017-01-27
0x00040671  0x001b      2017-11-17
0x00040671  0x001d      2018-01-21
0x00040671  0x001e      2018-04-03
0x00040671  0x0020      2019-03-07
0x00040671  0x0021      2019-06-13
0x00040671  0x0022      2019-11-12
0x000406a8  0x081f      2014-08-12
0x000406a9  0x081f      2014-08-12
0x000406c1  0x010b      2014-08-14
0x000406c2  0x0221      2015-02-18
0x000406c3  0x0367      2017-12-25
0x000406c3  0x0368      2019-04-23
0x000406c4  0x0410      2018-01-04
0x000406c4  0x0411      2019-04-23
0x000406d0  0x000e      2013-06-12
0x000406d8  0x012a      2018-01-04
0x000406d8  0x012d      2019-09-16
0x000406e1  0x0016      2014-08-06
0x000406e1  0x0020      2014-11-11
0x000406e2  0x000a      2014-11-05
0x000406e2  0x002c      2015-05-21
0x000406e3  0x008a      2016-04-06
0x000406e3  0x009e      2016-06-22
0x000406e3  0x00ba      2017-04-09
0x000406e3  0x00c2      2017-11-16
0x000406e3  0x00c6      2018-04-17
0x000406e3  0x00cc      2019-04-01
0x000406e3  0x00d4      2019-08-14
0x000406e3  0x00d6      2019-10-03
0x000406e3  0x00dc      2020-04-27
0x000406e3  0x00e2      2020-07-14
0x000406e3  0x00ea      2021-01-25
0x000406e3  0x00ec      2021-04-28
0x000406e3  0x00f0      2021-11-12
0x000406e8  0x0026      2016-04-14
0x000406f0  0x0014      2015-07-02
0x000406f1  0xb00001c   2016-05-20
0x000406f1  0xb00001d   2016-06-06
0x000406f1  0xb00001f   2016-10-07
0x000406f1  0xb000021   2017-03-01
0x000406f1  0xb000025   2017-11-18
0x000406f1  0xb00002c   2018-03-21
0x000406f1  0xb00002e   2018-04-19
0x000406f1  0xb000036   2019-03-02
0x000406f1  0xb000038   2019-06-18
0x000406f1  0xb00003e   2021-02-06
0x000406f1  0xb000040   2021-05-19
0x00050653  0x100013e   2017-11-21
0x00050653  0x1000140   2018-01-29
0x00050653  0x1000151   2019-09-09
0x00050653  0x1000157   2020-04-24
0x00050653  0x1000159   2020-06-18
0x00050653  0x100015b   2021-03-08
0x00050653  0x100015c   2021-05-26
0x00050653  0x100015d   2021-11-13
0x00050653  0x100015e   2022-03-14
0x00050654  0x2000022   2017-06-01
0x00050654  0x2000035   2017-10-17
0x00050654  0x200003c   2017-12-08
0x00050654  0x2000043   2018-01-26
0x00050654  0x200004d   2018-05-15
0x00050654  0x200005a   2019-01-28
0x00050654  0x200005e   2019-04-02
0x00050654  0x2000064   2019-07-31
0x00050654  0x2000065   2019-09-05
0x00050654  0x2006906   2020-04-24
0x00050654  0x2006a08   2020-06-16
0x00050654  0x2006a0a   2020-12-31
0x00050654  0x2006b06   2021-03-08
0x00050654  0x2006c0a   2021-06-16
0x00050654  0x2006d05   2021-11-13
0x00050654  0x2006e05   2022-03-08
0x00050655  0x3000010   2018-11-16
0x00050656  0x400002c   2019-09-05
0x00050656  0x4002f01   2020-04-23
0x00050656  0x4003003   2020-06-18
0x00050656  0x4003006   2020-12-31
0x00050656  0x4003102   2021-03-08
0x00050656  0x400320a   2021-08-13
0x00050656  0x4003302   2021-12-10
0x00050657  0x5000021   2019-02-27
0x00050657  0x500002b   2019-08-12
0x00050657  0x500002c   2019-09-05
0x00050657  0x5002f01   2020-04-23
0x00050657  0x5003003   2020-06-18
0x00050657  0x5003006   2020-12-31
0x00050657  0x5003102   2021-03-08
0x00050657  0x500320a   2021-08-13
0x00050657  0x5003302   2021-12-10
0x0005065b  0x700001e   2020-08-20
0x0005065b  0x7002302   2021-04-23
0x0005065b  0x7002402   2021-06-04
0x0005065b  0x7002501   2021-11-19
0x00050662  0x000f      2015-12-12
0x00050662  0x0014      2017-12-16
0x00050662  0x0015      2018-01-22
0x00050662  0x0017      2018-05-25
0x00050662  0x0019      2018-12-06
0x00050662  0x001a      2019-03-23
0x00050662  0x001c      2019-06-17
0x00050663  0x700000d   2016-10-12
0x00050663  0x7000011   2017-12-16
0x00050663  0x7000012   2018-01-22
0x00050663  0x7000013   2018-04-20
0x00050663  0x7000016   2018-12-06
0x00050663  0x7000017   2019-03-23
0x00050663  0x7000019   2019-06-17
0x00050663  0x700001b   2021-02-04
0x00050663  0x700001c   2021-06-12
0x00050664  0xf00000a   2016-06-02
0x00050664  0xf00000c   2017-02-15
0x00050664  0xf000011   2018-01-22
0x00050664  0xf000012   2018-04-20
0x00050664  0xf000014   2018-11-17
0x00050664  0xf000015   2019-03-23
0x00050664  0xf000017   2019-06-17
0x00050664  0xf000019   2021-02-04
0x00050664  0xf00001a   2021-06-12
0x00050665  0xe000009   2018-01-22
0x00050665  0xe00000a   2018-04-20
0x00050665  0xe00000c   2018-11-17
0x00050665  0xe00000d   2019-03-23
0x00050665  0xe00000f   2019-06-17
0x00050665  0xe000012   2021-02-04
0x00050665  0xe000014   2021-09-18
0x00050671  0x01b6      2018-01-08
0x000506a0  0x0038      2015-01-12
0x000506c2  0x000e      2017-06-06
0x000506c2  0x0014      2018-05-11
0x000506c8  0x0010      2016-03-04
0x000506c9  0x002c      2017-03-25
0x000506c9  0x002e      2017-11-22
0x000506c9  0x0032      2018-05-11
0x000506c9  0x0036      2018-09-14
0x000506c9  0x0038      2019-01-15
0x000506c9  0x0040      2020-02-27
0x000506c9  0x0044      2020-10-23
0x000506c9  0x0046      2021-05-10
0x000506c9  0x0048      2021-11-16
0x000506ca  0x0008      2017-11-22
0x000506ca  0x000c      2018-05-11
0x000506ca  0x0010      2018-09-20
0x000506ca  0x0016      2019-03-01
0x000506ca  0x001e      2020-02-27
0x000506ca  0x0020      2020-10-23
0x000506ca  0x0022      2021-06-22
0x000506ca  0x0024      2021-05-10
0x000506ca  0x0028      2021-11-16
0x000506d1  0x0101      2014-11-20
0x000506d1  0x0102      2015-06-05
0x000506e0  0x0018      2014-11-19
0x000506e1  0x002a      2015-06-02
0x000506e2  0x002e      2015-08-15
0x000506e3  0x008a      2016-04-06
0x000506e3  0x009e      2016-06-22
0x000506e3  0x00ba      2017-04-09
0x000506e3  0x00c2      2017-11-16
0x000506e3  0x00c6      2018-04-17
0x000506e3  0x00cc      2019-04-01
0x000506e3  0x00d4      2019-08-14
0x000506e3  0x00d6      2019-10-03
0x000506e3  0x00dc      2020-04-27
0x000506e3  0x00e2      2020-07-14
0x000506e3  0x00ea      2021-01-25
0x000506e3  0x00ec      2021-04-29
0x000506e3  0x00f0      2021-11-12
0x000506e8  0x0034      2016-07-10
0x000506f1  0x0020      2017-11-22
0x000506f1  0x0024      2018-05-11
0x000506f1  0x002e      2019-03-21
0x000506f1  0x0034      2020-10-23
0x000506f1  0x0036      2021-05-10
0x000506f1  0x0038      2021-12-02
0x00060660  0x000c      2016-08-21
0x00060661  0x000e      2017-01-28
0x00060663  0x002a      2018-04-17
0x000606a5  0xc0002f0   2021-03-08
0x000606a6  0xd0002a0   2021-04-25
0x000606a6  0xd000331   2021-12-03
0x000606a6  0xd000363   2022-03-30
0x000606a6  0xd000375   2022-04-07
0x000606c1  0x1000201   2022-08-07
0x000706a0  0x0026      2017-07-12
0x000706a1  0x001e      2017-10-31
0x000706a1  0x0022      2017-12-26
0x000706a1  0x0028      2018-05-22
0x000706a1  0x002c      2018-09-21
0x000706a1  0x002e      2019-01-02
0x000706a1  0x0032      2019-08-28
0x000706a1  0x0034      2020-06-09
0x000706a1  0x0036      2020-10-23
0x000706a1  0x0038      2021-05-10
0x000706a1  0x003a      2021-11-22
0x000706a1  0x003c      2022-03-23
0x000706a8  0x0016      2019-08-29
0x000706a8  0x0018      2020-06-09
0x000706a8  0x001a      2020-10-23
0x000706a8  0x001c      2021-05-10
0x000706a8  0x001e      2021-11-22
0x000706a8  0x0020      2022-03-23
0x000706e5  0x0046      2019-09-05
0x000706e5  0x0078      2020-03-12
0x000706e5  0x00a0      2020-07-30
0x000706e5  0x00a6      2020-11-01
0x000706e5  0x00a8      2021-05-26
0x000706e5  0x00b0      2022-03-09
0x000706e5  0x00b2      2022-03-17
0x000706e5  0x00b6      2022-08-02
0x00080650  0x0018      2018-01-08
0x00080664  0xb00000f   2021-02-17
0x00080665  0xb00000f   2021-02-17
0x000806a1  0x0028      2020-06-26
0x000806a1  0x002a      2020-11-06
